module,symbol,disabled_rule_equivalence,settings,source
squeeze,JPM,True,"{""atr_multiplier"": 2.5, ""use_locked_atr"": false, ""use_trend_exit"": true}",REUSED EXIT V1
squeeze,GS,True,"{""atr_multiplier"": 2.5, ""use_locked_atr"": false, ""use_trend_exit"": true}",REUSED EXIT V1
squeeze,MS,True,"{""atr_multiplier"": 2.5, ""use_locked_atr"": false, ""use_trend_exit"": true}",REUSED EXIT V1
squeeze,BAC,True,"{""atr_multiplier"": 2.5, ""use_locked_atr"": false, ""use_trend_exit"": true}",REUSED EXIT V1
squeeze,V,True,"{""atr_multiplier"": 2.5, ""use_locked_atr"": false, ""use_trend_exit"": true}",REUSED EXIT V1
squeeze,MA,True,"{""atr_multiplier"": 2.5, ""use_locked_atr"": false, ""use_trend_exit"": true}",REUSED EXIT V1
squeeze,CAT,True,"{""atr_multiplier"": 2.5, ""use_locked_atr"": false, ""use_trend_exit"": true}",REUSED EXIT V1
squeeze,GE,True,"{""atr_multiplier"": 2.5, ""use_locked_atr"": false, ""use_trend_exit"": true}",REUSED EXIT V1
squeeze,DE,True,"{""atr_multiplier"": 2.5, ""use_locked_atr"": false, ""use_trend_exit"": true}",REUSED EXIT V1
squeeze,ETN,True,"{""atr_multiplier"": 2.5, ""use_locked_atr"": false, ""use_trend_exit"": true}",REUSED EXIT V1
squeeze,HON,True,"{""atr_multiplier"": 2.5, ""use_locked_atr"": false, ""use_trend_exit"": true}",REUSED EXIT V1
squeeze,RTX,True,"{""atr_multiplier"": 2.5, ""use_locked_atr"": false, ""use_trend_exit"": true}",REUSED EXIT V1
squeeze,XOM,True,"{""atr_multiplier"": 2.5, ""use_locked_atr"": false, ""use_trend_exit"": true}",REUSED EXIT V1
squeeze,CVX,True,"{""atr_multiplier"": 2.5, ""use_locked_atr"": false, ""use_trend_exit"": true}",REUSED EXIT V1
squeeze,COP,True,"{""atr_multiplier"": 2.5, ""use_locked_atr"": false, ""use_trend_exit"": true}",REUSED EXIT V1
squeeze,LLY,True,"{""atr_multiplier"": 2.5, ""use_locked_atr"": false, ""use_trend_exit"": true}",REUSED EXIT V1
squeeze,COST,True,"{""atr_multiplier"": 2.5, ""use_locked_atr"": false, ""use_trend_exit"": true}",REUSED EXIT V1
squeeze,WMT,True,"{""atr_multiplier"": 2.5, ""use_locked_atr"": false, ""use_trend_exit"": true}",REUSED EXIT V1
squeeze,HD,True,"{""atr_multiplier"": 2.5, ""use_locked_atr"": false, ""use_trend_exit"": true}",REUSED EXIT V1
squeeze,NKE,True,"{""atr_multiplier"": 2.5, ""use_locked_atr"": false, ""use_trend_exit"": true}",REUSED EXIT V1
